0
Koeleria macrantha
Krigia biflora
Lactuca ludoviciana
Lathyrus palustris
Lathyrus venosus
Leersia lenticularis
Leersia oryzoides
Lespedeza capitata
Lespedeza virginica
Liatris aspera
Liatris cylindracea
Liatris ligulistylis
Liatris mucronata
Liatris punctata
Liatris pycnostachya
Liatris scariosa var. nieuwlandii
Liatris spicata
Liatris squarrosa
Lilium michiganense
Lilium philadelphicum
Linaria canadensis
Linum sulcatum
Living Fence Collection - light shade
Lobelia cardinalis
Lobelia inflata
Lobelia siphilitica
Lobelia spicata
Lolium multiflorum - Cover Crop
Ludwigia alternifolia
Lupinus perennis
Lycopus americanus
Lycopus asper
Lysimachia ciliata
Lysimachia hybrida
Lysimachia quadriflora
Lysimachia thyrsiflora
Lythrum alatum
Maianthemum canadense
Maianthemum racemosum
Maianthemum stellatum
Melanthium virginicum
Menispermum canadense
Mentha arvensis
Mentzelia decapetala
Mertensia virginica
Milkweed Collection
Mimosa quadrivalis var. nuttallii
Mimulus ringens
Mirabilis nyctaginea
Mitella diphylla
Monarda bradburiana
Monarda citriodora
Monarda fistulosa
Monarda punctata
Muhlenbergia glomerata
Muhlenbergia mexicana
Muhlenbergia racemosa
Napaea dioica
Nelumbo lutea
Nicotiana rustica
Oenothera biennis
Oenothera macrocarpa
Oenothera pilosella
Oenothera rhombipetala
Oligoneuron album
Oligoneuron ohioense
Oligoneuron riddellii
Oligoneuron rigidum
Onosmodium molle
Opuntia humifusa
Orbexilum onobrychis
Orbexilum pedunculatum
Osmorhiza claytonii
Osmorhiza longistylis
Oxalis violacea
Oxypolis rigidior
Oxytropis lambertii
Packera aurea
Packera plattensis
Panicum acuminatum
Panicum oligosanthes
Panicum virgatum
Parnassia glauca
Parthenium integrifolium
Paspalum setaceum
Passiflora incarnata
Pedicularis canadensis
Pedicularis lanceolata
Pediomelum esculentum
Pediomelum tenuiflorum
Peltandra virginica
Penstemon calycosus
Penstemon cobaea
Penstemon digitalis
Penstemon gracilis
Penstemon grandiflorus
Penstemon hirsutus
Penstemon pallidus
Penstemon tubaeflorus
Penthorum sedoides
Perideridia americana
Persicaria amphibia
Persicaria hydropiperoides
Persicaria pensylvanica
Persicaria punctata
Persicaria virginiana
Phaseolus polystachios
Phlox divaricata
Phlox glaberrima subsp. interior
Phlox maculata
Phlox paniculata
Phlox pilosa
Phryma leptostachya
Phyla lanceolata
Physocarpus opulifolius
Physostegia angustifolia
Physostegia virginiana
Poa palustris
Podophyllum peltatum
Polanisia dodecandra
Polemonium reptans
Polygala senega
Polygonatum biflorum
Polymnia canadensis
Polymnia uvedalia
Polytaenia nuttallii
Pontederia cordata
Porteranthus stipulatus
Potentilla palustris
Potentilla paradoxa
Prenanthes alba
Prenanthes racemosa
Pseudognaphalium obtusifolium
Ptelea trifoliata
Pycnanthemum incanum
Pycnanthemum muticum
Pycnanthemum tenuifolium
Pycnanthemum verticillatum var. pilosum
Pycnanthemum virginianum
Rain Garden Collection
Ranunculus fascicularis
Ranunculus pensylvanicus
Ranunculus rhomboideus
Ranunculus sceleratus
Ranunculus septentrionalis
Ratibida columnifera
Ratibida pinnata
Regreen - Cover Crop
Rhexia virginica
Rhus aromatica
Rosa arkansana
Rosa blanda
Rosa carolina
Rosa palustris
Rosa setigera
Rudbeckia fulgida
Rudbeckia hirta
Rudbeckia laciniata
Rudbeckia maxima
Rudbeckia speciosa var. sullivantii
Rudbeckia subtomentosa
Rudbeckia triloba
Ruellia humilis
Ruellia strepens
Rumex altissimus
Rumex orbiculatus
Sabatia angularis
Sagittaria cuneata
Sagittaria latifolia
Salix humilis
Salvia azurea
Salvia lyrata
Sambucus canadensis
Sambucus racemosa
Sanguinaria canadensis
Satureja vulgaris
Saxifraga pensylvanica
Schizachyrium scoparium
Scirpus acutus
Scirpus atrovirens
Scirpus cyperinus
Scirpus fluviatilis
Scirpus microcarpus
Scirpus pendulus
Scirpus pungens
Scirpus validus
Scolochloa festucacea
Scrophularia lanceolata
Scrophularia marilandica
Scutellaria galericulata
Scutellaria incana
Scutellaria lateriflora
Scutellaria leonardii
Scutellaria ovata
Sedum pulchellum
Senecio congestus
Senna hebecarpa
Senna marilandica
Sicyos angulatus
Silene nivea
Silene regia
Silene stellata
Silene virginica
Silphium integrifolium
Silphium laciniatum
Silphium perfoliatum
Silphium terebinthinaceum
Silphium trifoliatum
Sisyrinchium albidum
Sisyrinchium angustifolium
Sisyrinchium campestre
Sium suave
Smilax lasioneura
Solidago caesia
Solidago flexicaulis
Solidago gigantea
Solidago juncea
Solidago missouriensis
Solidago nemoralis
Solidago odora
Solidago patula
Solidago rugosa
Solidago sciaphila
Solidago speciosa
Solidago uliginosa
Solidago ulmifolia
Sorghastrum nutans
Sparganium americanum
Sparganium eurycarpum
Spartina pectinata
Sphaeralcea coccinea
Sphenopholis obtusata
Spiraea alba
Spiraea tomentosa
Sporobolus compositus
Sporobolus cryptandrus
Sporobolus heterolepis
Stachys palustris
Stachys tenuifolia
Staphylea trifolia
Stipa spartea
Stipa viridula
Strophostyles helvola
Strophostyles leiosperma
Stylophorum diphyllum
Symphoricarpos orbiculatus
Symphyotrichum cordifolium
Symphyotrichum drummondii
Symphyotrichum ericoides
Symphyotrichum firmum
Symphyotrichum laeve
Symphyotrichum lanceolatum
Symphyotrichum lateriflorum
Symphyotrichum novae-angliae
Symphyotrichum novi-belgii
Symphyotrichum oblongifolium
Symphyotrichum oolentangiense
Symphyotrichum pilosum
Symphyotrichum praealtum
Symphyotrichum prenanthoides
Symphyotrichum puniceum
Symphyotrichum sericeum
Symphyotrichum shortii
Symphyotrichum turbinellum
Symphyotrichum urophyllum
Taenidia integerrima
Talinum parviflorum
Talinum rugospermum
Tephrosia virginiana
Teucrium canadense
Thalictrum dasycarpum
Thalictrum dioicum
Thaspium trifoliatum flavum
Thermopsis caroliniana
Tradescantia bracteata
Tradescantia occidentalis
Tradescantia ohiensis
Tradescantia virginiana
Tridens flavus
Trillium cernuum
Trillium grandiflorum
Triodanis perfoliata
Triosteum aurantiancum
Triosteum perfoliatum
Triticum aestivum - Cover Crop
Understory Collection
Uvularia grandiflora
Uvularia sessilifolia
Valeriana edulis var. ciliata
Verbena hastata
Verbena simplex
Verbena stricta
Verbena urticifolia
Verbesina alternifolia
Verbesina helianthoides
Vernonia baldwinii
Vernonia fasciculata
Vernonia gigantea
Vernonia missurica
Vernonia noveboracensis
Veronica catenata
Veronicastrum virginicum
Viburnum trilobum
Viola nuttallii
Viola pedata
Viola pedatifida
Viola pubescens var. eriocarpa
Viola sororia
Viola striata
Wulfenia bullii
Yucca glauca
Zigadenus elegans
Zizia aptera
Zizia aurea
